age,educ,earnings,marry
38,4,1500,1
24,2,650,0
74,3,160.8,1
53,4,2153,1
33,3,175,0
52,3,580,0
32,3,577.5,0
47,2,1200,1
66,3,1569.23,1
43,4,1900,1
51,2,514.79999,0
53,4,2019.23,1
44,1,750,1
30,3,640,0
54,4,2500,1
24,3,672,0
59,3,1019.23,1
60,1,576.29999,1
59,2,1153,1
48,3,600,1
39,4,2653,1
39,2,1425,1
53,2,1100,1
54,2,660,1
71,2,300,1
60,2,576,1
32,4,1310,0
57,3,1057.6899,0
53,5,2250,1
28,2,1346,1
42,3,2500,1
41,3,675,0
71,3,276,1
44,2,1300,1
46,3,2600,1
41,4,600,0
49,2,1153,1
65,1,450,1
36,2,800,0
46,5,2365.3799,1
38,3,1923.0699,1
53,5,2307.6899,1
49,2,2076.9199,0
46,4,1634.61,1
52,3,1100,1
75,2,390,0
24,2,308,0
45,3,1346.15,1
53,4,2884.6101,1
36,2,250,1
33,2,1960,1
63,1,400,1
44,1,320,0
45,4,495,1
44,1,405,0
44,1,741.59998,1
37,4,865.38,0
43,4,2500,1
30,2,2153.8401,1
51,3,2015,1
27,3,832,0
51,4,1500,1
40,2,2884,1
32,4,615.20001,1
25,3,200,0
56,2,1000,1
58,5,507,1
42,5,1250,1
35,5,1538.46,0
51,4,2884.6101,0
51,2,1153.84,1
46,2,1153.84,1
30,3,690,1
45,3,800,1
24,4,1153.84,0
26,4,925,0
44,4,2000,1
56,4,1360,1
55,4,2884.6101,0
33,4,969,0
55,2,1115.38,1
26,3,890,0
55,1,480,1
66,5,2884.6101,0
60,2,807.69,1
53,3,2884.6101,0
26,2,1000,0
22,3,600,0
56,2,1057.6899,1
46,4,1865.38,0
40,2,528,0
31,4,750,1
54,4,348,1
54,4,1153,0
40,3,1140.84,0
64,2,750,1
41,2,1730.76,1
37,5,1480,0
30,2,600,1
59,5,1750,1
52,4,2884.6101,1
30,3,500,1
59,2,1825,1
22,1,300,0
51,3,884,1
65,3,380,0
27,4,600,0
50,1,375,0
55,3,623,1
57,1,400,1
34,1,400,0
66,1,420,0
29,4,769.22998,0
37,2,2000,1
57,5,1346,0
29,2,654,0
48,2,600,0
21,2,550,0
73,2,840,1
51,2,1192.3,1
52,1,520,1
52,2,400,0
62,5,807.69,1
34,1,568,1
59,2,1200,1
39,5,2075,1
57,5,2700,1
29,2,438.45999,0
68,4,1800,1
31,3,980.76001,0
44,4,1923,1
48,2,2884.6101,0
74,5,461.53,1
54,4,1576.92,0
36,1,1000,1
29,2,161.53,1
38,3,400,1
47,4,1789.6,1
53,3,580,1
43,5,1500,1
44,5,1442,1
25,2,288,0
63,2,1746,1
21,3,340,0
21,2,600,0
28,4,1250,0
59,1,876,0
31,3,865,0
32,3,961.53003,0
58,5,428.57001,0
50,1,600,0
35,2,500,0
25,4,2307.6899,1
38,4,1730,1
66,3,230.75999,1
35,4,1500,0
58,1,876,1
64,3,1346,1
63,4,2700,0
56,2,807,1
29,5,2307.6899,0
31,2,576.91998,1
54,1,300,0
43,2,2884.6101,1
59,3,1746,1
44,1,300,1
55,5,2884.6101,1
47,2,400,1
39,5,2884.6101,1
51,2,800,1
27,3,800,0
50,5,2884.6101,1
26,4,2000,1
24,4,500,0
54,4,2000,1
41,4,2861.53,1
30,1,250,0
28,4,200,0
30,1,250,0
46,1,250,0
22,1,315,0
38,5,1769,0
30,4,1923.05,0
50,4,969.22998,1
28,2,850,1
39,1,600,0
45,2,560,0
34,5,2884.6101,1
48,4,2884.6101,1
25,4,264,0
59,4,923.07001,1
23,2,596,0
41,2,1346.15,1
61,5,1360,0
33,4,660,1
52,4,2000,1
34,1,600,0
50,5,2884.6101,1
45,2,576.91998,0
37,2,1346,1
45,2,1916.66,0
51,2,1538,0
34,3,2500,0
22,2,520,0
24,1,461,0
39,2,1615,1
60,1,1000,0
29,4,961.53003,0
53,5,2884.6101,1
48,2,1100,1
51,2,1346,1
52,3,620,1
40,5,1000,0
25,3,925,0
49,4,2884.6101,1
50,4,1923.0699,1
56,4,923.07001,0
55,3,1395,1
35,2,600,1
44,5,2500,0
40,2,1120,0
58,2,1384,0
48,2,400,1
53,2,750,0
65,2,750,1
59,2,1746,1
49,2,1634.61,1
62,5,1750,0
58,2,1540,1
37,3,1300,1
48,3,125.16,0
43,2,560,0
69,2,263.35999,1
41,4,2115.3799,1
37,3,700,1
36,2,540,0
31,2,980,1
53,4,2884.6101,1
29,4,1538,0
30,3,384.60999,0
33,5,1015.38,0
26,3,961,0
27,5,711.53003,0
29,4,600,0
57,3,800,0
37,1,923,1
49,5,2884.6101,1
57,3,2884.6101,1
25,4,480.76001,0
45,4,903,1
39,4,1923,1
53,4,1250,1
64,2,1192.3,1
25,3,600,1
52,2,1192,1
60,2,1010,1
53,1,300,1
29,2,550,0
53,3,400,0
58,3,1115,1
68,5,1376.8,1
44,5,923,1
61,2,538.46002,0
47,4,1153.84,0
35,2,2057,1
50,1,440,0
48,3,500,1
60,3,1107,1
34,3,1280,0
47,3,1280,0
30,2,961,0
55,1,450,1
22,2,600,0
79,5,346,1
40,2,325,0
54,2,560,1
52,2,400,0
74,2,692,1
69,1,287,0
47,4,1096,1
31,3,600,0
45,1,400,1
22,3,550,0
58,4,1500,1
52,3,500,1
26,3,600,1
59,5,1750,1
56,2,2884.6101,0
32,4,743.03998,1
30,4,1442.3,1
30,3,108.75,1
24,2,403.75,0
30,2,2240,0
55,1,923.07001,1
24,2,2875,0
44,2,500,1
44,2,1538.46,1
27,2,2227.5,0
38,3,1153.84,1
44,4,1730,1
28,3,1210,1
40,3,1201.92,1
61,2,820,1
58,2,514,0
43,3,500,0
25,2,1140,0
30,2,1140,0
34,4,520,1
26,2,1115,1
66,2,700,1
51,2,1230,1
62,4,1269.23,0
60,2,807.69,1
27,2,1705,1
35,2,2884.6101,1
49,2,740,1
26,3,1007.69,0
32,2,1479.5601,0
51,3,800,1
26,4,807.69,0
37,3,800,1
43,2,760,1
53,3,1500,1
60,4,1960,1
53,4,1000,1
59,3,440,1
51,5,1730.76,1
22,2,360,0
35,2,831.59998,1
73,2,184,1
35,2,1567.5,1
47,5,1519.23,0
63,4,666.65997,1
34,4,1338.46,1
41,3,692.29999,1
64,3,1153.84,1
32,2,560,0
47,4,692.29999,0
24,3,208,0
26,4,1280,1
24,4,400,0
24,3,960,0
24,4,300,0
22,3,250,0
66,3,326.25,1
33,2,576.91998,1
46,3,1600,1
46,3,1541.25,0
31,5,750,1
57,3,1107,1
42,4,826.5,0
51,2,600,0
36,3,1923.0699,0
40,4,2884.6101,1
45,4,734,0
42,4,1500,0
41,2,1057.6899,1
41,2,961.53003,1
32,3,225,0
56,4,1538.46,0
61,2,129.60001,1
50,2,902.23999,1
45,5,1057,1
37,2,577.5,1
40,4,520,0
50,3,1826.92,1
28,3,530,0
46,5,2211.53,1
43,3,168,0
65,2,204,1
23,3,450,0
55,5,2307.6899,1
39,4,1923.0699,1
69,1,462.5,0
44,2,1200,1
43,2,696,1
49,5,1730,0
47,4,600,1
48,3,2250,1
58,3,960,1
33,4,1250,1
56,2,1200,1
25,2,480,1
34,4,1153.84,1
52,4,1519,1
38,2,460,0
58,2,1113,0
21,2,500,0
44,4,969.22998,1
56,3,654.5,1
52,2,1615.38,1
49,2,1192.3,1
63,2,760,0
32,3,480,1
40,2,400,0
48,2,955,1
43,2,880,1
29,4,600,1
66,2,346.14999,1
37,4,711.53003,1
43,4,1576.92,1
35,2,936.40002,0
58,2,450.79999,1
23,3,516.40002,0
45,4,1500,1
48,2,247.5,0
35,4,1153.84,1
61,3,850,1
27,2,1153.84,1
54,2,540,1
33,5,1442,1
38,4,1057,0
37,4,1057,0
27,2,360,1
63,2,420,0
39,1,1038,1
44,1,500,1
31,4,1500,1
60,3,1080.8,0
46,3,1846,1
51,4,2211,1
49,3,320,1
34,4,2050,1
56,4,1200,1
47,2,2015,0
34,4,649.59998,1
38,5,1538.46,1
68,5,576,1
36,2,1550,0
61,3,1010,0
50,2,750,1
22,3,779.20001,0
53,1,400,1
65,5,738.46002,1
36,2,865.38,1
43,4,769.22998,1
59,3,1346.15,1
58,2,775,1
55,3,600,1
44,4,840,1
56,2,800,1
25,2,1080,1
32,2,1153.84,1
36,2,1201,0
41,3,1403.84,1
22,3,2884.6101,1
26,4,1700,1
62,2,600,1
51,1,1320,0
39,4,961.53003,1
24,2,400,0
32,3,526.79999,0
29,3,520,0
51,4,961,0
38,2,900,0
53,3,1500,1
51,3,2110,0
52,4,960,1
76,4,211,1
24,3,560,1
26,2,200,0
26,3,310.60001,0
43,1,400,1
22,3,360,0
47,4,1000,1
49,1,100,0
50,1,360,0
38,5,1923.0699,1
31,2,526.79999,0
25,2,669.29999,1
30,2,830,0
30,2,961,0
31,4,1634.61,1
29,2,2211.53,1
28,2,191,0
60,2,1384.61,1
77,4,360,0
29,4,380,0
58,4,507,1
53,2,520,0
65,3,480.39999,1
47,2,1826.92,1
45,1,576.91998,1
24,2,378,0
60,4,1346.15,1
38,5,1307.6899,1
30,4,703.08002,0
50,4,961.53003,1
50,2,796.40002,1
64,3,340,1
29,3,833,0
35,2,576.91998,0
34,5,1057.6899,0
29,2,530,0
33,2,576.91998,1
59,3,1923.0699,1
57,4,1153.84,0
49,4,2807.6899,0
36,5,1538.46,1
29,4,540,0
29,4,1346.15,1
63,3,1442.3,0
62,2,1923.0699,1
29,4,1000,1
30,4,1153.84,0
26,5,875,0
31,3,1240,0
33,4,2269.23,1
48,4,2500,0
64,3,1134,1
26,2,159.60001,0
57,4,2884.6101,0
55,4,703,0
59,2,760,1
25,4,1538,0
57,2,961.53003,1
34,3,880,1
34,5,1800,1
42,4,1442.3,1
58,3,440,0
44,3,961.53003,0
58,5,961,1
56,4,1750,1
22,3,484,0
24,4,500,0
53,4,2115.3799,1
41,4,1600,1
60,2,1730.76,1
33,3,600,0
48,4,1538,1
40,3,1600,1
37,5,2884.6101,1
27,2,224,0
60,1,700,1
45,1,920,0
56,2,1024,1
23,3,238,0
37,5,2500,1
57,4,1384.61,1
50,2,769.22998,0
34,4,653.84003,1
50,4,2365.3799,0
22,3,440,0
51,3,1442.3,1
37,4,1923,1
31,4,1800,1
41,3,1046.8,0
71,2,300,1
69,1,330,1
51,2,673.07001,0
38,2,667.79999,0
45,4,1153,1
43,3,1360,1
57,1,880,1
27,1,600,0
41,3,884.60999,1
29,2,384,0
55,4,1033.5,1
59,5,326.92001,1
58,2,714,0
25,4,1153.84,0
37,2,441.45001,1
21,3,760,1
52,1,1100,1
47,4,2076.9199,1
21,3,200,0
27,4,920,0
41,5,2307.6899,1
42,3,2884,1
57,1,546,1
55,2,580,0
49,2,2884.6101,0
59,2,145,1
30,3,1242,0
45,3,2115.3799,1
23,3,440,1
23,1,400,0
23,3,440,0
35,5,2884.6101,1
51,2,540,0
32,5,634,1
60,2,543.59998,0
53,2,615,0
56,3,480.76001,1
43,4,1807.6899,1
33,2,2884.6101,0
44,3,1923,1
52,2,1170,1
36,5,1538,1
35,1,700,1
62,2,1224,1
51,2,600,0
51,2,700,1
46,2,1557,0
53,2,720,0
67,2,800,1
32,2,600,0
54,3,2105.73,0
47,2,720,0
33,2,240,1
52,3,720,1
33,4,2000,1
45,4,1038.46,1
43,2,888,1
45,5,1193.85,1
31,4,222.75,1
22,4,450,0
49,2,2403,1
62,4,1750,1
65,3,400,0
33,2,1240,0
54,4,960,1
27,4,950,0
22,3,750,0
25,4,167.25,0
38,3,1240,0
72,2,360,1
27,2,560.32001,0
27,5,1730.76,1
46,2,320,1
25,3,576,0
60,4,2442.3,1
28,3,360,0
59,2,750,1
51,5,2884.6101,1
42,4,1000,1
21,3,149,0
40,1,650,0
34,2,600,1
30,1,300,0
61,2,450,0
34,1,484.79999,1
31,5,1403.84,1
47,2,1250,1
54,4,1788.46,1
46,1,600,1
29,2,700,1
52,2,1153.84,1
39,2,700,1
24,4,346.14999,1
52,2,800,1
40,2,484.79999,0
60,2,1076,1
58,3,557,1
48,2,1153,1
68,4,1538.46,1
48,3,2884.6101,1
24,3,450,0
59,3,1730,1
28,3,720,1
44,2,422.10001,0
59,2,576,1
36,1,356,1
41,4,1807,1
56,2,724.79999,1
39,3,846.15002,1
62,2,630,1
26,4,135,0
28,4,292.5,0
57,1,881.5,1
44,3,600,1
61,2,840,1
45,2,657.69,0
50,3,961,1
58,2,1548.54,0
34,2,480,0
31,3,480,1
33,3,660,1
42,4,276.92001,1
50,1,673.07001,1
58,3,956.69,1
50,3,657.20001,1
27,4,1000,0
65,3,714,0
58,3,400,1
36,2,1100,1
26,4,1068,0
41,5,2596,1
28,2,480,0
38,5,2884.6101,1
40,4,1500,1
39,5,1661.53,1
26,3,875.20001,1
44,3,875,1
45,4,2615.3799,1
49,5,2884.6101,1
42,3,900,1
21,2,380,0
48,2,600,0
49,3,1250,1
54,2,542.5,0
35,2,720,0
38,5,2307.6899,1
24,2,384,0
65,3,2000,1
55,4,1000,1
51,4,1442.3,1
28,3,600,1
47,5,1346.15,1
34,1,720,1
46,2,1201,0
70,4,510,1
46,5,692,1
44,2,340,1
30,2,600,0
43,3,500,0
52,4,1153.84,1
60,5,692.29999,1
63,1,876,1
23,2,550,0
30,2,290,0
40,3,700,1
46,3,888,0
23,3,150,0
46,3,2019.23,1
44,4,1153,1
21,3,600,0
39,2,1807.6899,1
64,1,180,1
68,3,1538.46,1
57,5,2884.6101,1
52,4,2788.46,1
29,2,290,0
46,3,217.5,0
59,3,900,1
32,1,250,0
59,2,861,1
55,2,1673,0
32,2,715,0
64,3,1923,1
54,4,1153.84,1
26,2,700,0
44,3,683.59998,0
26,3,1442,1
52,4,1292.3,1
26,2,1153.84,1
23,3,380,0
44,2,750,0
51,4,2884.6101,1
21,3,880,0
36,1,600,0
35,3,600,0
61,2,600,1
26,4,942.29999,0
24,2,235.2,0
54,2,623.59998,1
56,3,2884.6101,1
33,1,360,1
42,3,881.59998,1
55,2,560,1
42,5,2884.6101,1
54,5,2884.6101,1
50,4,1050,1
36,3,1442.3,1
51,4,1923.0699,1
31,4,680,1
54,2,1923,0
22,3,600,0
40,1,250,1
56,5,2307,1
45,1,350,0
37,1,300,1
47,1,300,1
23,2,480,0
26,2,450,1
53,1,745.59998,1
51,3,600,0
31,3,1000,0
54,1,365,0
27,2,300,1
58,1,400,1
46,2,623.59998,1
55,2,400,0
42,3,275,0
67,3,300,0
53,2,1440,0
68,4,250,0
56,4,507,1
63,2,1978,1
54,1,745.59998,1
27,2,1442.3,1
58,5,2884,1
59,4,961.53003,1
70,2,1057,1
21,3,260,0
49,1,923,1
21,2,530,1
43,3,2884.6101,1
57,3,730.76001,0
60,3,1500,0
39,5,1076.92,1
23,3,350,1
52,3,1527.76,1
30,3,640,0
39,3,923,0
35,4,1807,1
43,5,1346,1
23,3,980,0
29,4,1923,0
65,4,1944.4399,0
31,4,1923.0699,1
31,4,1730.76,1
23,3,1120,0
31,1,484.79999,0
23,4,450,0
48,2,899.22998,1
35,2,800,1
37,1,1923,1
42,5,2269.23,0
62,2,610,1
25,1,1000,1
35,5,360,0
63,3,538,1
37,4,1000,1
61,5,961.53003,0
64,2,673,0
48,3,788,0
52,5,1615.38,1
39,4,1076,1
31,4,2211.53,1
23,3,596,0
33,4,1346.15,0
52,4,1807,1
54,1,440,0
45,1,1030,0
28,3,1960,1
57,2,2884.6101,1
25,4,769.22998,0
21,2,450,0
44,5,2884.6101,1
58,3,1730.76,0
44,2,600,0
40,2,961.53003,0
29,5,926.91998,1
44,1,600,0
30,3,600,0
38,3,1039,1
40,3,1057.6899,0
24,2,1150,1
32,3,480,1
38,2,680,1
30,3,1045,0
39,4,923.07001,1
37,3,2000,1
46,4,1112,1
56,5,1500,1
28,4,1019.23,0
40,4,760,0
44,5,2884.6101,1
34,1,400,1
42,4,1923.0699,1
42,2,480.76001,1
35,3,461.53,1
44,4,1923.0699,1
58,4,2520,1
23,2,530,0
54,5,1346,1
61,4,1750,1
40,4,1923.0699,1
31,4,653,1
25,2,788,0
50,3,840,1
33,5,2000,1
58,4,2884.6101,1
42,4,1288.46,1
49,3,769.22998,1
50,1,2884.6101,1
25,1,855.5,0
39,3,788.46002,1
39,2,760,1
44,2,923.07001,1
32,3,2500,1
64,5,1903,0
35,4,692.29999,1
51,1,400,1
59,4,2307,1
38,1,440,1
40,2,788,1
49,5,2884.6101,1
40,3,1153.84,1
52,3,923.07001,1
31,2,1500,0
25,2,576,0
21,3,360,0
50,1,330,0
36,1,330,0
36,3,1384.61,1
28,2,300,1
39,4,750,1
37,2,1923.0699,1
37,3,903.84003,1
25,1,600,1
33,2,1923.0699,1
50,4,2884.6101,1
25,3,160,0
43,5,1153.84,1
47,4,1600,1
56,4,2884.6101,1
38,5,1923,0
27,2,1144.23,0
25,4,334.60999,0
23,4,334.60999,0
23,4,334.60999,0
43,2,960,1
33,2,281,1
52,4,1100,1
47,2,1923.05,1
25,4,865.38,0
49,1,1200,1
43,4,1442.3,1
26,3,440,1
31,3,1730.76,0
31,4,1826,1
41,5,2166.6599,1
27,3,574.56,1
35,3,800,0
44,3,846.15002,1
26,3,237.5,1
37,3,769,1
29,3,288,1
44,3,840,1
34,2,800,0
60,2,1162,1
26,3,653.84003,0
38,2,805,0
23,2,480,1
53,4,730.79999,1
35,3,1057.6899,1
57,1,400,0
54,4,1634,1
46,3,1153,1
34,4,800,1
34,3,1346.15,1
47,3,1153,1
46,1,454,1
64,3,900,0
21,2,320,0
25,2,822.5,1
67,5,106,1
39,5,1923.0699,1
27,2,673.07001,0
52,3,800,1
21,2,340,0
53,4,2576.9199,1
36,5,802.79999,1
59,3,730,1
60,2,950,1
49,4,1923.0699,1
50,5,1296,1
41,3,769,0
40,1,250,1
53,4,1634,1
47,2,1500,1
26,3,769,1
72,3,269.23001,1
46,5,1923,1
49,2,1201,1
26,2,300,0
28,3,925,1
23,3,300,0
47,4,1634.61,1
42,5,1538.46,1
32,3,2100,1
75,4,700,1
36,2,1442.3,1
40,4,1360,1
37,4,1250,1
45,2,730.76001,0
59,4,1576.92,1
36,3,1044,1
45,4,1153.84,1
28,3,1134.61,1
29,2,448,1
42,3,320,0
52,4,1200,1
65,1,2884.6101,1
54,3,1557,1
30,2,1200,0
71,2,391,1
64,2,265,0
58,2,720,0
51,2,840,1
22,2,640,0
23,2,630,0
34,4,1080,0
37,3,550,1
47,4,1250,1
54,2,1576,1
35,3,1384,1
59,4,738,1
64,5,455,0
52,5,1665,1
65,3,185,0
37,3,1384.61,1
37,4,646,1
35,5,769.22998,1
35,3,889.23999,1
28,5,625,1
71,4,1176,1
43,2,880,0
45,4,961.53003,1
45,4,1200,1
40,4,1288.46,1
59,4,2884.6101,1
57,4,880,1
63,3,1365.38,1
27,2,450,0
22,4,700,0
23,4,720,0
23,4,270,0
39,5,1538.46,1
63,3,1307.6899,1
50,5,2192.3,1
45,3,1250,0
45,2,1180,1
34,4,1057.6899,1
59,5,2884.6101,1
32,5,2211.53,1
25,4,1480.76,1
55,3,392,1
29,2,480,0
51,5,2140,1
22,3,480,0
61,4,1903,1
56,4,2839.9399,1
32,5,1192.3,1
53,3,1153.84,0
28,3,390,0
52,4,2884.6101,1
51,3,1153.84,0
75,3,461.53,1
67,3,1538,1
25,4,1403.84,0
22,3,644.22998,0
43,3,1384.61,1
71,2,1200,1
52,4,788.46002,1
25,2,400,0
47,2,1384.61,1
22,3,228,0
47,4,1615,1
33,1,500,1
64,5,1923.0699,1
78,2,700,0
36,2,556.25,0
38,3,315,0
63,3,250,1
26,3,650,0
31,2,961.53003,0
40,4,1250,1
70,4,633.75,1
36,1,659.57001,1
52,2,800,1
38,5,961.53003,1
60,3,550,1
45,2,201,1
42,3,311.67999,0
30,3,721.15002,1
40,1,200,1
23,3,300,0
49,4,769.22998,1
53,3,696,1
51,3,1576,1
22,3,1508.8,1
65,4,318,1
56,2,2307.6899,1
48,3,961.53003,0
50,4,800,0
30,5,1480,0
47,4,1730.76,0
54,2,1057.6899,1
38,3,961,1
31,3,237.5,1
30,4,865.38,1
34,2,1600,0
34,2,640,0
57,2,920,0
22,3,284.10001,0
27,2,750,1
53,1,484,0
27,3,410,0
35,2,554,0
65,3,605.69,1
66,4,1450,1
35,4,195,0
45,3,1200,1
34,2,1900,1
23,3,440,0
27,3,390,0
36,1,1040,1
40,5,1038.46,0
63,3,507.69,1
54,3,576.91998,1
21,2,800,0
24,2,800,0
58,2,674,0
65,1,800,1
60,3,1250,1
40,3,1999.8,1
43,5,1442.3,1
60,2,450,1
38,2,2307.6899,1
55,4,1737.38,1
60,3,1403.84,1
49,3,1250,1
37,2,1170,0
46,2,1076.92,1
59,4,1230.76,1
43,2,603.25,1
24,3,850.79999,1
43,3,1180,1
43,3,461.53,0
22,3,580,0
47,5,420,0
37,4,500,1
28,3,700,1
23,2,648,1
41,1,720,0
65,2,375,1
60,2,448,1
54,2,386.79999,0
46,2,800,1
44,1,700,1
28,2,1750,1
56,1,500,1
43,4,1000,1
21,3,150,0
61,2,1000,1
57,2,560,1
60,5,2307.6899,1
39,2,461,1
22,2,200,0
49,2,486.25,1
54,1,1275,0
40,4,1230.76,1
57,4,2307,0
22,2,1040,0
47,3,1384.61,1
22,2,165,0
50,4,2403,1
56,2,865,1
24,1,461,1
27,4,1600,1
42,2,670,1
28,2,410,1
55,4,1923.0699,1
22,2,576.91998,0
57,3,1746,1
26,2,425,1
32,5,1153.84,0
66,3,390,1
39,2,230,0
35,3,769,1
21,3,150,0
56,1,550,0
21,2,1508.8,0
21,3,420,0
28,4,595.59998,0
40,5,1826.92,1
63,3,1250,1
56,1,865.38,0
42,3,769.22998,1
54,2,1057.6899,1
57,2,1000,1
62,2,1065,1
23,3,880,0
45,2,1000,1
58,3,884.60999,1
54,3,1634.61,1
30,2,500,1
55,2,610,1
39,2,769,1
39,3,2884.6101,1
56,2,720,1
63,4,749.59998,1
28,5,1000,0
42,5,692.29999,1
43,1,380,0
44,2,740,0
62,4,1153.84,1
32,2,650,0
21,2,615,0
56,4,1538.46,0
49,4,1524,1
38,2,840,1
48,3,2884.6101,1
33,3,1000,0
49,4,2192,1
59,4,1150,0
49,2,720,1
25,2,480,0
56,5,961.53003,1
43,4,2880,1
33,3,730.76001,1
32,4,450,1
35,3,1000,1
58,3,1461.53,1
51,4,2884.6101,1
43,5,1576.92,1
45,3,2044,1
52,4,1980.76,0
44,4,2884.6101,1
51,3,712.5,1
38,4,2884.6101,1
45,3,1200,1
57,5,2250,1
43,2,1400,1
47,3,880,1
32,3,785.20001,1
41,3,1250,0
54,3,693,1
38,3,925,1
24,3,1520,0
48,2,1076.92,1
52,5,1120,0
49,2,1000,1
30,3,790,0
34,2,339.20001,1
50,4,2884.6101,1
56,3,1538.46,1
25,3,600,0
39,2,442.79999,1
29,2,403.84,0
35,2,950,0
49,2,411.25,0
37,2,1058.8,1
43,3,1086.8,1
54,2,1384.61,1
34,2,580,0
25,2,1550,0
40,4,923.07001,1
36,2,769,1
34,4,1153.84,0
58,4,1846.15,1
61,4,1965,1
29,4,826.91998,0
62,4,154,1
47,2,1280,1
51,3,1461.53,1
48,5,1269.23,1
38,3,1600,1
66,5,2307,1
29,3,1456.2,1
41,3,887.76001,0
44,2,1346.15,1
63,3,650,1
46,2,2884.6101,1
27,2,455,0
37,2,2046,1
53,2,2884.6101,1
30,2,2884.6101,1
30,2,1300,0
37,2,2211.53,1
64,3,880,1
58,2,961.53003,1
24,2,961.53003,0
30,3,600,1
21,1,175,0
26,2,1888.6899,0
25,4,600,0
50,4,1176.92,1
27,3,948.69,1
22,2,1340,0
57,2,1384.61,1
38,2,784.60999,0
55,3,961,1
73,3,700,0
64,4,2423.0701,1
41,2,924,1
55,2,1538.46,1
22,3,375,0
42,4,1664,0
37,2,800,1
42,4,2500,1
41,2,840,0
33,4,1600,0
59,2,2144,1
30,3,795.5,0
29,3,1200,0
42,2,2884.6101,1
53,4,1826,1
32,2,1100,1
59,3,1346.15,1
29,3,700,0
45,2,2076.9199,1
25,2,961.53003,0
25,3,920,0
41,2,320,1
47,2,1442.3,0
34,2,475,0
57,4,1923,1
47,2,600,0
26,4,903.5,0
40,1,923.07001,1
62,3,1538.46,1
33,4,1250,1
50,2,742.5,1
39,4,2596.1499,1
30,1,400,1
24,2,615.38,1
42,3,2884.6101,1
52,5,2596.1499,0
42,3,2788,1
51,4,646.15002,1
35,2,1250,1
26,3,644,1
48,3,380,0
35,1,700,0
32,3,576.91998,0
32,4,1100,1
35,2,660.09998,1
56,3,800,1
34,2,1442.3,1
68,2,900,0
62,4,1923,0
71,1,450,1
42,3,865.38,1
34,3,400,1
42,1,250,1
52,4,520,1
21,3,234.60001,0
53,4,692.29999,1
32,4,1076,1
24,3,451.20001,1
21,3,120,0
55,3,1250,0
55,5,1250,1
47,1,1600,1
44,4,1500,1
59,2,604,1
36,3,600,0
41,4,1230.76,1
65,2,600,1
60,2,1000,1
23,2,1886,0
27,2,576.91998,0
24,2,650,0
45,2,1250,0
39,3,675,1
51,5,2100,1
32,5,1153.84,0
31,3,1338.46,1
56,3,1057,1
41,3,2884.6101,1
29,3,450,0
58,2,1384,1
30,5,1100,0
34,5,2884.6101,1
34,2,2403.8401,1
52,3,2329.23,1
46,5,484.60999,1
28,2,600,1
59,5,1519.23,1
51,3,969.22998,1
31,2,1442.3,0
56,4,1436,1
54,4,1038.46,1
52,2,380,0
49,4,2307.6899,1
41,3,2884.6101,1
53,1,360,1
31,2,374,1
40,2,880,0
47,3,1183.2,0
30,1,480,0
60,2,800,1
21,3,240,0
31,3,865.38,0
34,3,538.46002,0
28,2,300,1
37,2,450,1
31,2,770,0
33,1,240,0
27,1,852,1
54,5,1153,0
35,1,800,1
24,3,600,1
23,3,460,0
28,2,390,0
39,1,400,0
60,1,380,1
45,4,846,1
60,4,2884.6101,1
49,2,243,0
46,3,789.5,0
50,4,1384.61,1
40,4,1096.15,1
55,5,1730,1
57,4,1730.76,1
42,3,1153.84,1
49,2,1884,1
49,2,385,1
40,5,2884.6101,1
21,1,205,0
46,4,2884.6101,1
60,1,478,1
54,4,2403.8401,1
67,3,990,1
37,3,450,1
52,4,750,1
56,3,243,0
60,2,1365,1
37,2,1884.61,1
32,4,1287,1
71,5,1653.84,1
70,2,450,0
57,2,611.53003,1
61,3,1500,1
59,5,1903,0
33,3,2576.28,1
47,3,510,0
39,5,2576.9199,0
39,4,555.54999,1
51,4,773.07001,1
22,3,198,0
32,3,620,1
33,1,400,1
26,4,730,0
27,4,600,0
27,5,850,0
41,4,1384,1
33,2,384,1
32,3,800,1
42,3,1200,0
63,3,1923,1
62,2,692.29999,0
56,2,600,1
42,2,808,1
43,4,1192.3,1
44,3,180,0
48,5,1634.61,1
21,3,400,0
27,4,850,0
62,4,275,1
31,2,552.79999,0
29,3,620,1
27,1,200,0
36,2,1100,1
46,3,600,0
38,2,350,0
55,3,874,1
30,3,1074,0
37,1,360,1
41,3,520,0
43,2,1352,1
29,3,333.32999,0
48,2,1100,1
33,4,673.07001,1
22,2,752,0
58,3,1730,1
49,2,698.40002,0
36,4,1500,1
34,2,300,0
57,3,1016.44,0
44,3,900,1
44,1,441.60001,1
36,4,1846.15,1
35,3,2500,1
35,4,1192.3,1
52,4,2788.46,1
55,1,560,1
28,2,600,1
44,2,285,0
26,4,600,0
32,2,1000,1
29,3,1200,0
32,2,475,0
37,4,850,1
42,3,1666,1
31,3,700,1
57,2,600,1
63,4,2884.6101,1
36,2,800,0
27,1,720,0
45,1,200,0
32,1,150,0
26,3,1000,1
33,3,1730.76,1
42,1,289,0
55,3,360,1
61,3,1711.53,1
60,3,1900,1
22,3,593.75,0
32,5,1778,1
67,3,800,0
45,4,688,1
40,5,1384,0
37,1,250,0
42,1,500,1
50,4,2403.8401,0
51,1,1000,1
